ID,Task,Subject Name,Experiment,Objects,Trial,Annotation file
659,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 13 into bowl 1 \n,BBM09,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 10,Trial 10.xml
660,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 27 into bowl 22 \n,BBM09,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 1,Trial 1.xml
661,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 9 into bowl 23 \n,BBM09,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 2,Trial 2.xml
662,approach handright bowl and enclose handright bowl and approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright bowl to pour tomato_soup_can 12 into bowl 26 \n,BBM09,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 3,Trial 3.xml
663,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 28 into bowl 8 \n,BBM09,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 4,Trial 4.xml
664,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 18 into bowl 5 \n,BBM09,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 5,Trial 5.xml
665,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 14 into bowl 15 \n,BBM09,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 6,Trial 6.xml
666,approach handright bowl and enclose handright bowl and approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright bowl to pour tomato_soup_can 31 into bowl 9 \n,BBM09,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 7,Trial 7.xml
667,approach handright bowl and enclose handright bowl and approach handleft tomato_soup_can and enclose handleft tomato_soup_can and approach handright bowl to pour tomato_soup_can 32 into bowl 14 \n,BBM09,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 8,Trial 8.xml
668,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 20 into bowl 31 \n,BBM09,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 9,Trial 9.xml
669,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 4 into bowl 32 \n,BBM09,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 10,Trial 10.xml
670,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handright bowl to pour pudding_box 27 into bowl 17 \n,BBM09,Expt 1 (Pouring),Bowl and Pudding box,Trial 1,Trial 1.xml
671,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 2 into bowl 16 \n,BBM09,Expt 1 (Pouring),Bowl and Pudding box,Trial 2,Trial 2.xml
672,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handright bowl to pour pudding_box 15 into bowl 2 \n,BBM09,Expt 1 (Pouring),Bowl and Pudding box,Trial 3,Trial 3.xml
673,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 13 into bowl 7 \n,BBM09,Expt 1 (Pouring),Bowl and Pudding box,Trial 4,Trial 4.xml
674,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 15 into bowl 29 \n,BBM09,Expt 1 (Pouring),Bowl and Pudding box,Trial 5,Trial 5.xml
675,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 10 into bowl 1 \n,BBM09,Expt 1 (Pouring),Bowl and Pudding box,Trial 6,Trial 6.xml
676,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 27 into bowl 5 \n,BBM09,Expt 1 (Pouring),Bowl and Pudding box,Trial 7,Trial 7.xml
677,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 24 into bowl 16 \n,BBM09,Expt 1 (Pouring),Bowl and Pudding box,Trial 8,Trial 8.xml
678,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 28 into bowl 27 \n,BBM09,Expt 1 (Pouring),Bowl and Pudding box,Trial 9,Trial 9.xml
679,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 3 into bowl 30 \n,BBM09,Expt 1 (Pouring),Bowl and Pudding box,Trial 10,Trial 10.xml
680,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 31 into bowl 19 \n,BBM09,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 1,Trial 1.xml
681,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 28 into bowl 8 \n,BBM09,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 2,Trial 2.xml
682,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 12 into bowl 8 \n,BBM09,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 3,Trial 3.xml
683,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 28 into bowl 20 \n,BBM09,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 4,Trial 4.xml
684,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 7 into bowl 25 \n,BBM09,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 5,Trial 5.xml
685,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 32 into bowl 9 \n,BBM09,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 6,Trial 6.xml
686,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 21 into bowl 1 \n,BBM09,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 7,Trial 7.xml
687,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 26 into bowl 15 \n,BBM09,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 8,Trial 8.xml
688,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 10 into bowl 16 \n,BBM09,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 9,Trial 9.xml
689,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 18 into bowl 28 \n,BBM09,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 10,Trial 10.xml
690,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 23 into bowl 2 \n,BBM09,Expt 1 (Pouring),Bowl and Gelatin box,Trial 1,Trial 1.xml
691,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 21 into bowl 6 \n,BBM09,Expt 1 (Pouring),Bowl and Gelatin box,Trial 2,Trial 2.xml
692,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 28 into bowl 19 \n,BBM09,Expt 1 (Pouring),Bowl and Gelatin box,Trial 3,Trial 3.xml
693,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 5 into bowl 26 \n,BBM09,Expt 1 (Pouring),Bowl and Gelatin box,Trial 4,Trial 4.xml
694,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 5 into bowl 17 \n,BBM09,Expt 1 (Pouring),Bowl and Gelatin box,Trial 5,Trial 5.xml
695,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 13 into bowl 18 \n,BBM09,Expt 1 (Pouring),Bowl and Gelatin box,Trial 6,Trial 6.xml
696,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 5 into bowl 11 \n,BBM09,Expt 1 (Pouring),Bowl and Gelatin box,Trial 7,Trial 7.xml
697,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 21 into bowl 10 \n,BBM09,Expt 1 (Pouring),Bowl and Gelatin box,Trial 8,Trial 8.xml
698,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 13 into bowl 8 \n,BBM09,Expt 1 (Pouring),Bowl and Gelatin box,Trial 9,Trial 9.xml
699,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 11 into bowl 29 \n,BBM09,Expt 1 (Pouring),Bowl and Gelatin box,Trial 10,Trial 10.xml
700,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 8 into bowl 22 \n,BBM09,Expt 1 (Pouring),Bowl and Cracker box,Trial 1,Trial 1.xml
701,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 18 into bowl 3 \n,BBM09,Expt 1 (Pouring),Bowl and Cracker box,Trial 2,Trial 2.xml
702,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 20 into bowl 2 \n,BBM09,Expt 1 (Pouring),Bowl and Cracker box,Trial 3,Trial 3.xml
703,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 7 into bowl 17 \n,BBM09,Expt 1 (Pouring),Bowl and Cracker box,Trial 4,Trial 4.xml
704,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 2 into bowl 10 \n,BBM09,Expt 1 (Pouring),Bowl and Cracker box,Trial 5,Trial 5.xml
705,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 4 into bowl 21 \n,BBM09,Expt 1 (Pouring),Bowl and Cracker box,Trial 6,Trial 6.xml
706,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 19 into bowl 21 \n,BBM09,Expt 1 (Pouring),Bowl and Cracker box,Trial 7,Trial 7.xml
707,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 15 into bowl 31 \n,BBM09,Expt 1 (Pouring),Bowl and Cracker box,Trial 8,Trial 8.xml
708,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 30 into bowl 7 \n,BBM09,Expt 1 (Pouring),Bowl and Cracker box,Trial 9,Trial 9.xml
709,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 13 into bowl 23 \n,BBM09,Expt 1 (Pouring),Bowl and Cracker box,Trial 10,Trial 10.xml
710,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 28 into mug 14 \n,BBM10,Expt 1 (Pouring),Mug and Pitcher base,Trial 1,Trial 1.xml
711,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 18 into mug 26 \n,BBM10,Expt 1 (Pouring),Mug and Pitcher base,Trial 2,Trial 2.xml
712,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 19 into mug 22 \n,BBM10,Expt 1 (Pouring),Mug and Pitcher base,Trial 3,Trial 3.xml
713,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 31 into mug 15 \n,BBM10,Expt 1 (Pouring),Mug and Pitcher base,Trial 4,Trial 4.xml
714,approach handleft pitcher_base and enclose handleft pitcher_base and approach handright mug and enclose handright mug and approach handleft mug to pour pitcher_base 32 into mug 31 \n,BBM10,Expt 1 (Pouring),Mug and Pitcher base,Trial 5,Trial 5.xml
715,approach handright pitcher_base and enclose handright pitcher_base and approach handleft mug and enclose handleft mug and approach handright mug to pour pitcher_base 22 into mug 13 \n,BBM10,Expt 1 (Pouring),Mug and Pitcher base,Trial 6,Trial 6.xml
